,BUYER_STATE,BUYER_COUNTY,MONTH,YEAR,MME_monthly
4959,OK,MCCLAIN,4,2007,602576493.9472375
4960,OK,MCCLAIN,5,2007,753490086.454
4961,OK,MCCLAIN,6,2007,820521381.0
4962,OK,MCCLAIN,7,2007,697862399.0534625
4963,OK,MCCLAIN,8,2007,851656352.8560001
4964,OK,MCCLAIN,9,2007,615823017.4945
4965,OK,MCCLAIN,10,2007,1175999615.283
4966,OK,MCCLAIN,11,2007,1367988622.2539876
4967,OK,MCCLAIN,12,2007,1107844348.658
4968,OK,MCCLAIN,1,2008,18808221.599999998
4969,OK,MCCLAIN,2,2008,824058131.845
4970,OK,MCCLAIN,3,2008,751106658.5999999
4971,OK,MCCLAIN,4,2008,895919174.669925
4972,OK,MCCLAIN,5,2008,861682067.6199999
4973,OK,MCCLAIN,6,2008,775382802.142
4974,OK,MCCLAIN,7,2008,906666864.6419998
4975,OK,MCCLAIN,8,2008,751506304.4300001
4976,OK,MCCLAIN,9,2008,814274012.9749999
4977,OK,MCCLAIN,10,2008,1761412780.1599998
4978,OK,MCCLAIN,11,2008,1242105698.478
4979,OK,MCCLAIN,12,2008,1672366660.6619003
4980,OK,MCCLAIN,1,2009,10003095.78
4981,OK,MCCLAIN,2,2009,832322152.920375
4982,OK,MCCLAIN,3,2009,1003931670.53985
4983,OK,MCCLAIN,4,2009,1049835804.6525
4984,OK,MCCLAIN,5,2009,995565377.4399999
4985,OK,MCCLAIN,6,2009,988905238.1999999
4986,OK,MCCLAIN,7,2009,1088758224.4550002
4987,OK,MCCLAIN,8,2009,1053988537.9275001
