,County,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,_merge
379,Cherokee County,24357,24629.0,24884.0,25229.0,25658.0,26077.0,26877.0,27350.0,27545.0,27378.0,NC,27435,27180.0,27034.0,27125.0,27078.0,27102.0,27809.0,27954.0,28369.0,28612.0,both
380,Chowan County,14478,14490.0,14559.0,14529.0,14573.0,14625.0,14835.0,14953.0,14831.0,14915.0,NC,14738,14807.0,14695.0,14668.0,14502.0,14248.0,14201.0,14029.0,14065.0,13943.0,both
381,Clay County,8824,9086.0,9273.0,9429.0,9583.0,9833.0,10107.0,10356.0,10492.0,10540.0,NC,10608,10686.0,10654.0,10597.0,10566.0,10623.0,10749.0,11004.0,11124.0,11231.0,both
382,Cleveland County,96357,96861.0,97068.0,97241.0,97134.0,96844.0,96990.0,97524.0,98155.0,98211.0,NC,97917,97442.0,97317.0,96873.0,97009.0,96850.0,96960.0,97134.0,97519.0,97947.0,both
383,Columbus County,54759,54806.0,54975.0,54961.0,55099.0,55155.0,55654.0,55964.0,56503.0,58163.0,NC,57992,57705.0,57534.0,57080.0,56883.0,56675.0,56292.0,56047.0,55819.0,55508.0,both
384,Craven County,91954,93325.0,92633.0,92906.0,93548.0,94729.0,96926.0,97825.0,99423.0,101923.0,NC,104171,104831.0,105319.0,104285.0,104055.0,102853.0,102632.0,102492.0,102338.0,102139.0,both
385,Cumberland County,303755,304316.0,305697.0,303318.0,307629.0,303695.0,307365.0,308284.0,311800.0,317252.0,NC,327197,330503.0,329985.0,332997.0,332364.0,331203.0,333167.0,330994.0,333430.0,335509.0,both
386,Currituck County,18294,18714.0,19327.0,20299.0,21469.0,22418.0,22923.0,23216.0,23378.0,23335.0,NC,23674,23906.0,24025.0,24253.0,24820.0,25106.0,25640.0,26290.0,27016.0,27763.0,both
387,Dare County,30149,30826.0,31898.0,32697.0,33196.0,33354.0,33463.0,33541.0,33553.0,33679.0,NC,33982,34156.0,34383.0,34810.0,34894.0,35468.0,35829.0,36199.0,36607.0,37009.0,both
388,Davidson County,147713,149663.0,151296.0,152809.0,154179.0,155425.0,157209.0,159126.0,161520.0,162406.0,NC,162840,162923.0,163040.0,163295.0,163383.0,163486.0,164270.0,165180.0,166358.0,167609.0,both
389,Davie County,35046,35905.0,36446.0,36864.0,37552.0,38559.0,39539.0,40260.0,40748.0,41035.0,NC,41254,41335.0,41281.0,41435.0,41259.0,41648.0,41921.0,42308.0,42563.0,42846.0,both
390,Duplin County,49236,50182.0,51121.0,51880.0,52732.0,53445.0,54704.0,55610.0,56810.0,57434.0,NC,58666,59216.0,59449.0,59328.0,59432.0,58883.0,59275.0,58943.0,58991.0,58741.0,both
391,Durham County,224476,228978.0,233505.0,235570.0,238376.0,241785.0,246929.0,252796.0,259356.0,265356.0,NC,271357,276563.0,282659.0,288723.0,295137.0,300793.0,307826.0,312153.0,316979.0,321488.0,both
392,Edgecombe County,55443,55792.0,55855.0,55994.0,56064.0,56151.0,56129.0,55911.0,56420.0,56237.0,NC,56619,56050.0,55675.0,55422.0,54866.0,53743.0,53283.0,52756.0,51984.0,51472.0,both
393,Forsyth County,307156,310807.0,314215.0,316659.0,319997.0,325065.0,332110.0,338638.0,344330.0,348532.0,NC,351374,354524.0,357598.0,360594.0,364439.0,367365.0,371260.0,375840.0,379216.0,382295.0,both
394,Franklin County,47611,48794.0,50622.0,51959.0,53119.0,54260.0,55460.0,57174.0,58925.0,59959.0,NC,60835,60946.0,61405.0,62074.0,62691.0,63668.0,64676.0,66155.0,67625.0,69685.0,both
395,Gaston County,190679,191424.0,191930.0,191545.0,191646.0,193527.0,196284.0,200377.0,204454.0,205884.0,NC,206114,206886.0,207903.0,209212.0,210545.0,212919.0,216622.0,219656.0,222630.0,224529.0,both
396,Gates County,10505,10546.0,10616.0,10800.0,10874.0,11294.0,11708.0,12042.0,12098.0,12138.0,NC,12165,12043.0,11890.0,11703.0,11633.0,11531.0,11569.0,11514.0,11563.0,11562.0,both
397,Graham County,7994,8054.0,8204.0,8222.0,8382.0,8418.0,8561.0,8583.0,8742.0,8749.0,NC,8867,8811.0,8707.0,8719.0,8621.0,8588.0,8531.0,8524.0,8461.0,8441.0,both
398,Granville County,48824,50137.0,51977.0,52836.0,53296.0,54115.0,55167.0,57356.0,58356.0,59411.0,NC,57673,57503.0,57557.0,57762.0,57995.0,58162.0,58684.0,59372.0,59979.0,60443.0,both
399,Greene County,19020,19241.0,19512.0,19848.0,20132.0,20146.0,20742.0,21178.0,21230.0,21253.0,NC,21258,21514.0,21191.0,21011.0,21012.0,20950.0,21078.0,20963.0,21106.0,21069.0,both
400,Guilford County,422324,428381.0,432068.0,436327.0,440597.0,448192.0,458792.0,468466.0,477809.0,484180.0,NC,489618,494953.0,500514.0,506400.0,512233.0,517053.0,524265.0,528243.0,532607.0,537174.0,both
401,Halifax County,57306,56788.0,56507.0,56301.0,56000.0,55860.0,55685.0,55616.0,55568.0,55033.0,NC,54470,54114.0,53732.0,53187.0,52833.0,52182.0,51815.0,51311.0,50634.0,50010.0,both
402,Harnett County,91393,93168.0,95708.0,96787.0,98545.0,100728.0,103036.0,105770.0,108752.0,111866.0,NC,115753,119178.0,122204.0,125028.0,126685.0,128034.0,130674.0,132395.0,134336.0,135976.0,both
403,Haywood County,54133,54802.0,55387.0,56077.0,56785.0,57085.0,57701.0,58386.0,58811.0,59152.0,NC,58932,58726.0,58640.0,58962.0,59132.0,59646.0,60405.0,61005.0,61890.0,62317.0,both
404,Henderson County,89662,91150.0,92700.0,94246.0,95797.0,97584.0,100056.0,102270.0,104289.0,105813.0,NC,106891,107370.0,107768.0,108879.0,110258.0,111847.0,113583.0,115216.0,116500.0,117417.0,both
405,Hertford County,22598,22812.0,23547.0,23531.0,23729.0,23895.0,23981.0,24240.0,24473.0,24580.0,NC,24764,24718.0,24600.0,24575.0,24582.0,24373.0,24209.0,23923.0,23878.0,23677.0,both
406,Hoke County,33923,34722.0,35785.0,36505.0,38119.0,39798.0,41360.0,42496.0,43912.0,45406.0,NC,47496,49468.0,50483.0,51155.0,51586.0,52739.0,52981.0,54138.0,54695.0,55234.0,both
407,Hyde County,5833,5735.0,5846.0,5750.0,5712.0,5733.0,5621.0,5639.0,5764.0,5774.0,NC,5811,5798.0,5689.0,5654.0,5600.0,5426.0,5434.0,5240.0,5026.0,4937.0,both
408,Iredell County,123563,127136.0,130352.0,133099.0,136514.0,140514.0,146854.0,151944.0,156204.0,158387.0,NC,159778,161037.0,162670.0,164582.0,166498.0,169453.0,172466.0,175634.0,178332.0,181806.0,both
409,Jackson County,33303,33885.0,34587.0,35711.0,36555.0,37075.0,38129.0,38404.0,38994.0,39856.0,NC,40368,40240.0,40636.0,41001.0,40920.0,41305.0,42622.0,43224.0,43600.0,43938.0,both
410,Johnston County,123279,127487.0,132103.0,135628.0,140055.0,144417.0,149721.0,155695.0,161746.0,166478.0,NC,169678,172446.0,174383.0,177227.0,180710.0,185104.0,190843.0,196374.0,202692.0,209339.0,both
411,Jones County,10289,10215.0,10112.0,9957.0,10123.0,10053.0,9994.0,10035.0,9974.0,10143.0,NC,10143,10060.0,10071.0,10007.0,9851.0,9777.0,9588.0,9573.0,9613.0,9419.0,both
412,Lee County,49482,49853.0,49313.0,49372.0,49747.0,51056.0,52642.0,54106.0,55822.0,57359.0,NC,57877,58531.0,59240.0,59762.0,59401.0,59371.0,59646.0,60403.0,61208.0,61779.0,both
413,Lenoir County,59556,59421.0,59293.0,59142.0,59088.0,59195.0,59203.0,59072.0,59398.0,59421.0,NC,59488,59411.0,59114.0,58732.0,58255.0,57981.0,57240.0,56622.0,55990.0,55949.0,both
414,Lincoln County,64152,65352.0,66400.0,67444.0,68267.0,69902.0,72179.0,74139.0,76143.0,77573.0,NC,78134,78297.0,78729.0,79111.0,79446.0,80607.0,81229.0,82557.0,84092.0,86111.0,both
415,McDowell County,42265,42796.0,42911.0,43211.0,43390.0,43655.0,43969.0,44345.0,44768.0,44865.0,NC,45102,45053.0,44999.0,45021.0,45007.0,44967.0,44866.0,45083.0,45465.0,45756.0,both
416,Macon County,29959,30415.0,30870.0,31248.0,31667.0,32054.0,32736.0,33164.0,33608.0,33820.0,NC,33959,33887.0,33806.0,33738.0,33824.0,34090.0,34262.0,34581.0,35274.0,35858.0,both
417,Madison County,19668,19848.0,19890.0,19873.0,19992.0,20097.0,20265.0,20420.0,20585.0,20700.0,NC,20777,20845.0,20882.0,21147.0,21187.0,21146.0,21367.0,21563.0,21665.0,21755.0,both
418,Martin County,25506,25211.0,25055.0,24968.0,24822.0,24575.0,24651.0,24391.0,24404.0,24408.0,NC,24506,24186.0,23845.0,23637.0,23435.0,23262.0,23122.0,22763.0,22660.0,22440.0,both
419,Mecklenburg County,700458,720171.0,736422.0,753991.0,772949.0,798701.0,831507.0,862177.0,887991.0,908704.0,NC,923242,943823.0,967063.0,990677.0,1010229.0,1033238.0,1056901.0,1078128.0,1093750.0,1110356.0,both
420,Mitchell County,15725,15860.0,15856.0,15837.0,15928.0,15858.0,15699.0,15746.0,15740.0,15671.0,NC,15512,15356.0,15330.0,15282.0,15174.0,15071.0,14996.0,14992.0,14996.0,14964.0,both
421,Montgomery County,26892,26952.0,26991.0,27226.0,27077.0,27153.0,27311.0,27490.0,27716.0,27710.0,NC,27729,27706.0,27522.0,27446.0,27283.0,27438.0,27301.0,27269.0,27077.0,27173.0,both
422,Moore County,75177,76259.0,77521.0,78333.0,79475.0,80841.0,82838.0,84795.0,86122.0,87244.0,NC,88594,89262.0,90191.0,91366.0,92816.0,94013.0,95405.0,97368.0,98805.0,100880.0,both
423,Nash County,87696,88242.0,88843.0,89493.0,90262.0,90876.0,92127.0,93733.0,94718.0,95492.0,NC,95786,95740.0,95187.0,94421.0,94200.0,93786.0,93953.0,94019.0,94094.0,94298.0,both
424,New Hanover County,160887,164386.0,168147.0,171928.0,178362.0,185412.0,190791.0,194339.0,197709.0,200178.0,NC,203284,205966.0,209045.0,212921.0,215963.0,219422.0,224809.0,228728.0,232256.0,234473.0,both
425,Northampton County,22041,22063.0,22073.0,22101.0,21981.0,22180.0,22112.0,22293.0,22259.0,22102.0,NC,22039,21916.0,21285.0,20856.0,20652.0,20533.0,20127.0,19890.0,19698.0,19483.0,both
426,Onslow County,150678,151068.0,153397.0,150481.0,158837.0,157205.0,161185.0,163256.0,169059.0,173064.0,NC,186892,184993.0,190678.0,192354.0,191822.0,193114.0,192314.0,195066.0,196915.0,197938.0,both
427,Orange County,116141,118684.0,117667.0,118667.0,119320.0,121526.0,124286.0,127193.0,129764.0,132369.0,NC,133981,134825.0,137817.0,139397.0,140321.0,141298.0,142800.0,143626.0,147980.0,148476.0,both
428,Pamlico County,12913,12848.0,12919.0,12913.0,12849.0,13005.0,12995.0,13013.0,13094.0,13136.0,NC,13109,13244.0,13019.0,12880.0,12872.0,12741.0,12765.0,12638.0,12633.0,12726.0,both
429,Pasquotank County,34874,34787.0,35281.0,35673.0,36533.0,37741.0,38956.0,40049.0,40554.0,40541.0,NC,40626,40266.0,40378.0,39548.0,39436.0,39384.0,39392.0,39386.0,39583.0,39824.0,both
430,Pender County,41212,41610.0,42416.0,42949.0,44136.0,45485.0,47481.0,49181.0,50551.0,51636.0,NC,52415,53175.0,53714.0,54779.0,55900.0,57426.0,58771.0,60719.0,62017.0,63060.0,both
431,Perquimans County,11413,11533.0,11598.0,11696.0,11817.0,12102.0,12494.0,12901.0,13292.0,13273.0,NC,13480,13498.0,13587.0,13634.0,13538.0,13463.0,13402.0,13439.0,13381.0,13463.0,both
432,Person County,35759,36085.0,36751.0,37104.0,37391.0,37931.0,38244.0,38656.0,39016.0,39335.0,NC,39411,39520.0,39175.0,39239.0,39114.0,39190.0,39270.0,39338.0,39436.0,39490.0,both
433,Pitt County,134298,136605.0,139128.0,141610.0,144486.0,147929.0,152934.0,157479.0,162116.0,165581.0,NC,168863,170791.0,172980.0,174380.0,174974.0,176071.0,177171.0,178607.0,179575.0,180742.0,both
434,Polk County,18403,18683.0,18928.0,19064.0,19325.0,19557.0,19912.0,20145.0,20393.0,20531.0,NC,20475,20288.0,20249.0,20388.0,20367.0,20414.0,20414.0,20564.0,20668.0,20724.0,both
435,Randolph County,130995,132092.0,132989.0,134034.0,134732.0,136301.0,137885.0,138855.0,140297.0,141175.0,NC,141985,141858.0,142270.0,142308.0,142474.0,142575.0,143062.0,143037.0,143249.0,143667.0,both
436,Richmond County,46611,46480.0,46659.0,46292.0,46227.0,46310.0,46263.0,46390.0,46538.0,46537.0,NC,46635,46651.0,46359.0,46133.0,45771.0,45429.0,45012.0,44827.0,44888.0,44829.0,both
437,Robeson County,123334,123913.0,124676.0,125665.0,126117.0,127885.0,128894.0,130453.0,131734.0,132984.0,NC,134493,135183.0,135462.0,135136.0,134931.0,134460.0,133383.0,132626.0,131884.0,130625.0,both
438,Rockingham County,92090,92268.0,92798.0,92779.0,92382.0,92587.0,92960.0,93164.0,93299.0,93547.0,NC,93661,93284.0,92691.0,91896.0,91790.0,91657.0,91308.0,90791.0,90617.0,91010.0,both
439,Rowan County,130610,131852.0,132765.0,132562.0,132202.0,132527.0,134045.0,135626.0,137721.0,138562.0,NC,138331,137805.0,137511.0,137690.0,138080.0,138497.0,139410.0,140356.0,141128.0,142088.0,both
440,Rutherford County,63064,63671.0,63924.0,64475.0,64692.0,65126.0,65855.0,66305.0,67145.0,67561.0,NC,67740,67416.0,67215.0,66847.0,66561.0,66375.0,66286.0,66529.0,66775.0,67029.0,both
441,Sampson County,60242,60526.0,60732.0,61144.0,61376.0,61720.0,62118.0,62539.0,62837.0,63127.0,NC,63532,63514.0,63708.0,63898.0,63796.0,63559.0,63225.0,63263.0,63345.0,63531.0,both
442,Scotland County,35944,35851.0,35450.0,35442.0,36446.0,36405.0,36348.0,36399.0,36463.0,36313.0,NC,36062,36275.0,36093.0,35911.0,35656.0,35321.0,35309.0,35174.0,34751.0,34823.0,both
443,Stanly County,58246,58674.0,58689.0,58748.0,58638.0,58931.0,59185.0,59849.0,60418.0,60496.0,NC,60579,60530.0,60462.0,60633.0,60618.0,60622.0,60826.0,61505.0,62180.0,62806.0,both
444,Stokes County,44779,44974.0,45079.0,45331.0,45772.0,46165.0,46755.0,47079.0,47363.0,47422.0,NC,47344,47142.0,46731.0,46514.0,46323.0,46159.0,45920.0,45724.0,45511.0,45591.0,both
445,Surry County,71308,71782.0,72152.0,72404.0,72219.0,72562.0,72807.0,73027.0,73404.0,73505.0,NC,73775,73496.0,73295.0,72643.0,72487.0,71998.0,72008.0,72107.0,71959.0,71783.0,both
446,Swain County,13041,13030.0,13120.0,13199.0,13240.0,13463.0,13693.0,13819.0,13872.0,13933.0,NC,14006,14007.0,14053.0,13977.0,14238.0,14326.0,14190.0,14263.0,14249.0,14271.0,both
447,Transylvania County,29416,29619.0,30009.0,30073.0,30417.0,30910.0,31469.0,32061.0,32543.0,32852.0,NC,33085,32807.0,32835.0,32827.0,32952.0,33157.0,33393.0,33767.0,34173.0,34385.0,both
448,Tyrrell County,4126,4166.0,4235.0,4344.0,4289.0,4280.0,4339.0,4402.0,4353.0,4358.0,NC,4415,4337.0,4122.0,4104.0,4120.0,4139.0,4024.0,4180.0,4115.0,4016.0,both
449,Union County,125573,131661.0,138329.0,144244.0,151452.0,160835.0,172529.0,184782.0,193678.0,198533.0,NC,202109,204888.0,208069.0,212200.0,217689.0,221949.0,226279.0,231350.0,235830.0,239859.0,both
450,Vance County,43159,43932.0,44056.0,44030.0,44081.0,44136.0,44574.0,44676.0,44977.0,45223.0,NC,45289,45288.0,45093.0,44491.0,44517.0,44459.0,44485.0,44281.0,44635.0,44535.0,both
451,Wake County,633267,656819.0,676392.0,695746.0,716336.0,746048.0,784038.0,821607.0,856492.0,883624.0,NC,906870,928787.0,952060.0,974198.0,997788.0,1022319.0,1048335.0,1071706.0,1091273.0,1111761.0,both
452,Warren County,19913,20067.0,20131.0,20293.0,20464.0,20642.0,20513.0,20724.0,20923.0,20959.0,NC,20987,20998.0,20764.0,20600.0,20385.0,20207.0,19884.0,19849.0,19819.0,19731.0,both
453,Washington County,13695,13589.0,13472.0,13510.0,13393.0,13401.0,13305.0,13176.0,13300.0,13252.0,NC,13119,12904.0,12662.0,12669.0,12476.0,12247.0,12070.0,11944.0,11769.0,11580.0,both
454,Watauga County,42905,43853.0,44570.0,45095.0,45478.0,46390.0,47748.0,48765.0,50266.0,50706.0,NC,50972,51626.0,52062.0,52295.0,52395.0,53093.0,54140.0,55181.0,56034.0,56177.0,both
455,Wayne County,113648,113934.0,114305.0,114595.0,116484.0,117009.0,117534.0,118942.0,119910.0,121217.0,NC,122886,124038.0,124559.0,124587.0,124586.0,124342.0,124269.0,123034.0,123237.0,123131.0,both
456,Wilkes County,65839,66694.0,67202.0,67617.0,67668.0,68104.0,68489.0,68966.0,69317.0,69258.0,NC,69264,68948.0,68906.0,68609.0,68414.0,68298.0,68581.0,68489.0,68563.0,68412.0,both
457,Wilson County,73971,74232.0,75213.0,75685.0,76140.0,76775.0,77379.0,78474.0,79790.0,80664.0,NC,81294,81155.0,81396.0,81189.0,81007.0,81240.0,81307.0,81436.0,81392.0,81801.0,both
458,Yadkin County,36516,36837.0,37285.0,37301.0,37265.0,37591.0,37881.0,37965.0,38225.0,38293.0,NC,38433,38342.0,38144.0,38063.0,37846.0,37619.0,37653.0,37588.0,37481.0,37667.0,both
459,Yancey County,17768,17789.0,17710.0,17664.0,17704.0,17757.0,17814.0,18000.0,18016.0,17931.0,NC,17805,17690.0,17624.0,17549.0,17542.0,17550.0,17610.0,17697.0,17873.0,18069.0,both
460,Abbeville County,26229,26330.0,26311.0,26306.0,26235.0,25995.0,25821.0,25745.0,25699.0,25614.0,SC,25328,25081.0,25019.0,24899.0,24795.0,24796.0,24657.0,24567.0,24587.0,24527.0,both
461,Aiken County,142742,143676.0,145226.0,146793.0,148746.0,150152.0,152577.0,154814.0,156896.0,158499.0,SC,160552,161594.0,162922.0,163702.0,164215.0,165688.0,167172.0,168325.0,169449.0,170872.0,both
462,Allendale County,11193,11022.0,11114.0,11092.0,11049.0,11021.0,10882.0,10787.0,10803.0,10619.0,SC,10354,10236.0,9982.0,9825.0,9701.0,9430.0,9067.0,9012.0,8924.0,8688.0,both
463,Anderson County,166304,168881.0,170287.0,171862.0,173539.0,175467.0,178579.0,181543.0,184520.0,186544.0,SC,187086,188160.0,188820.0,190005.0,191793.0,193700.0,195582.0,198186.0,200292.0,202558.0,both
464,Bamberg County,16680,16580.0,16548.0,16342.0,16322.0,16360.0,16392.0,16226.0,16104.0,16022.0,SC,15956,15818.0,15690.0,15396.0,15153.0,14682.0,14478.0,14384.0,14272.0,14066.0,both
465,Barnwell County,23478,23406.0,23177.0,23211.0,22980.0,22965.0,22886.0,22851.0,22761.0,22611.0,SC,22638,22460.0,22357.0,22210.0,22024.0,21781.0,21606.0,21355.0,21121.0,20866.0,both
466,Beaufort County,122306,125550.0,129290.0,130998.0,136331.0,141498.0,147213.0,151411.0,156399.0,159737.0,SC,162829,164032.0,167415.0,170962.0,175040.0,179796.0,183184.0,186497.0,188876.0,192122.0,both
467,Berkeley County,143410,145153.0,146733.0,148035.0,151789.0,153489.0,159501.0,164913.0,171099.0,175092.0,SC,179480,183778.0,189603.0,194031.0,198295.0,203066.0,208525.0,214541.0,221182.0,227907.0,both
468,Calhoun County,15192,15301.0,15257.0,15309.0,15247.0,15212.0,15229.0,15260.0,15175.0,15268.0,SC,15097,15095.0,14870.0,14989.0,14845.0,14759.0,14744.0,14696.0,14563.0,14553.0,both
469,Charleston County,310749,313065.0,317379.0,321222.0,328105.0,331589.0,334826.0,337147.0,341921.0,346795.0,SC,350940,357335.0,364628.0,371703.0,379793.0,389310.0,396880.0,402008.0,406222.0,411406.0,both
470,Cherokee County,52649,53020.0,53407.0,53437.0,53642.0,53772.0,54166.0,54467.0,54981.0,55149.0,SC,55535,55705.0,55822.0,56056.0,56351.0,56512.0,56683.0,56913.0,57069.0,57300.0,both
471,Chester County,34159,34064.0,34083.0,33920.0,33633.0,33373.0,33222.0,33247.0,33454.0,33210.0,SC,33163,32883.0,32703.0,32737.0,32441.0,32410.0,32297.0,32299.0,32304.0,32244.0,both
472,Chesterfield County,42911,43339.0,43834.0,44107.0,44348.0,44766.0,45103.0,45708.0,46319.0,46638.0,SC,46614,46499.0,46068.0,46116.0,46143.0,46135.0,46120.0,45979.0,45881.0,45650.0,both
473,Clarendon County,32528,32887.0,33094.0,33305.0,33622.0,33847.0,34094.0,34250.0,34875.0,34942.0,SC,34948,34710.0,34326.0,34260.0,34214.0,34029.0,34259.0,34012.0,33742.0,33745.0,both
474,Colleton County,38304,38339.0,38463.0,38543.0,38672.0,38728.0,38608.0,38765.0,39014.0,38864.0,SC,38887,38449.0,38105.0,37664.0,37528.0,37439.0,37579.0,37555.0,37676.0,37677.0,both
475,Darlington County,67523,67863.0,68247.0,68382.0,68155.0,68185.0,68424.0,68489.0,68773.0,68705.0,SC,68522,68168.0,68056.0,67808.0,67647.0,67520.0,67259.0,66981.0,66759.0,66618.0,both
476,Dillon County,30699,30995.0,31000.0,31093.0,31241.0,31239.0,31373.0,31433.0,31585.0,31817.0,SC,32078,31750.0,31530.0,31411.0,31296.0,31141.0,30719.0,30496.0,30612.0,30479.0,both
477,Dorchester County,96757,98683.0,101067.0,104119.0,107337.0,113235.0,120136.0,126324.0,130593.0,133560.0,SC,137030,140149.0,142608.0,145538.0,148748.0,152809.0,156173.0,158988.0,160718.0,162809.0,both
478,Edgefield County,24586,24690.0,24962.0,25404.0,25819.0,26196.0,26135.0,26493.0,26774.0,27032.0,SC,26963,26891.0,26559.0,26567.0,26651.0,26782.0,26626.0,26837.0,27132.0,27260.0,both
479,Fairfield County,23479,23614.0,23890.0,23904.0,24273.0,24132.0,24177.0,23917.0,24131.0,24084.0,SC,23840,23572.0,23405.0,23194.0,23025.0,22874.0,22633.0,22593.0,22376.0,22347.0,both
480,Florence County,125767,126377.0,127343.0,128671.0,129855.0,130982.0,132489.0,133757.0,135032.0,136120.0,SC,137140,137632.0,137985.0,138178.0,138779.0,138715.0,138595.0,138495.0,138277.0,138293.0,both
481,Georgetown County,56080,56800.0,57688.0,58387.0,59176.0,59521.0,59821.0,60277.0,60621.0,60369.0,SC,60327,60173.0,60232.0,60476.0,60825.0,61456.0,61565.0,61826.0,62232.0,62680.0,both
482,Greenville County,380949,385780.0,390197.0,394242.0,399319.0,405608.0,415957.0,427970.0,438742.0,446655.0,SC,452697,458916.0,466062.0,473014.0,481485.0,490900.0,499122.0,506831.0,514621.0,523542.0,both
483,Greenwood County,66303,66544.0,66996.0,67288.0,67255.0,67630.0,68091.0,68198.0,68862.0,69598.0,SC,69766,69848.0,69958.0,69823.0,69670.0,69962.0,70188.0,70496.0,70597.0,70811.0,both
484,Hampton County,21344,21262.0,21186.0,21267.0,21072.0,21109.0,21104.0,21295.0,21212.0,21205.0,SC,21073,20796.0,20737.0,20386.0,20427.0,19963.0,19789.0,19498.0,19348.0,19222.0,both
485,Horry County,198019,201982.0,206566.0,211725.0,219094.0,229899.0,242194.0,252464.0,260609.0,265640.0,SC,270274,275465.0,281286.0,288783.0,297760.0,308987.0,321033.0,332655.0,344105.0,354081.0,both
486,Jasper County,20721,21024.0,21102.0,21236.0,21456.0,21845.0,22406.0,22971.0,23620.0,24234.0,SC,24948,25298.0,25730.0,26330.0,26685.0,27460.0,28085.0,28522.0,29147.0,30073.0,both
487,Kershaw County,52851,53474.0,53714.0,54614.0,55415.0,56506.0,58060.0,59380.0,60395.0,61143.0,SC,61710,62130.0,62293.0,62592.0,63183.0,63661.0,64333.0,65213.0,65802.0,66551.0,both
488,Lancaster County,61571,62250.0,63282.0,64210.0,65079.0,65875.0,66992.0,69504.0,72733.0,75394.0,SC,76971,77850.0,79315.0,80649.0,83429.0,86261.0,89823.0,92411.0,95035.0,98012.0,both
489,Laurens County,69428,69407.0,68841.0,68468.0,67784.0,67629.0,67388.0,67172.0,67173.0,66897.0,SC,66505,66446.0,66214.0,66149.0,66464.0,66421.0,66603.0,66822.0,66890.0,67493.0,both
490,Lee County,20088,19957.0,19970.0,20005.0,20157.0,20079.0,20001.0,19836.0,19697.0,19352.0,SC,19222,18887.0,18632.0,18381.0,18337.0,17809.0,17506.0,17388.0,17294.0,16828.0,both
491,Lexington County,216873,220099.0,222761.0,226887.0,230832.0,235176.0,241219.0,246461.0,252747.0,258983.0,SC,263357,266362.0,269787.0,273248.0,277423.0,281675.0,286277.0,290338.0,294350.0,298750.0,both
492,McCormick County,9957,10095.0,10110.0,10167.0,9982.0,10049.0,10166.0,10162.0,10224.0,10235.0,SC,10209,10013.0,9921.0,9873.0,9805.0,9656.0,9572.0,9554.0,9408.0,9463.0,both
493,Marion County,35463,35119.0,34786.0,34690.0,34577.0,34334.0,33994.0,33842.0,33724.0,33277.0,SC,32956,32780.0,32408.0,32082.0,31952.0,31770.0,31760.0,31295.0,31056.0,30657.0,both
494,Marlboro County,28800,28606.0,28599.0,28485.0,28351.0,27918.0,29199.0,29221.0,29079.0,29189.0,SC,28917,28585.0,28259.0,28060.0,28037.0,27585.0,26979.0,26691.0,26392.0,26118.0,both
495,Newberry County,35958,36053.0,36244.0,36226.0,36312.0,36399.0,36746.0,37061.0,37192.0,37413.0,SC,37609,37502.0,37531.0,37461.0,37660.0,37772.0,37934.0,38381.0,38443.0,38440.0,both
496,Oconee County,66434,67170.0,68194.0,68900.0,69615.0,70581.0,71490.0,72407.0,73089.0,73829.0,SC,74348,74252.0,74551.0,74937.0,75219.0,75863.0,76535.0,77388.0,78307.0,79546.0,both
497,Orangeburg County,91524,91536.0,91676.0,91788.0,91691.0,92197.0,91761.0,92626.0,92886.0,92755.0,SC,92321,91697.0,91461.0,90673.0,90049.0,89159.0,88419.0,87671.0,87013.0,86175.0,both
498,Pickens County,111062,111600.0,111806.0,112704.0,113554.0,114344.0,115570.0,116815.0,118330.0,119183.0,SC,119337,119698.0,119807.0,119249.0,120543.0,121500.0,123020.0,123518.0,125225.0,126884.0,both
499,Richland County,321981,327446.0,331285.0,336273.0,345750.0,349003.0,357096.0,366111.0,373789.0,380245.0,SC,385735,389233.0,393029.0,396757.0,400335.0,406008.0,409014.0,411800.0,414202.0,415759.0,both
500,Saluda County,19191,19191.0,19180.0,19096.0,18904.0,19131.0,19310.0,19417.0,19503.0,19677.0,SC,19907,19803.0,19866.0,20062.0,20071.0,20159.0,20187.0,20299.0,20397.0,20473.0,both
501,Spartanburg County,254443,256469.0,258467.0,260223.0,261828.0,264481.0,268898.0,274215.0,279673.0,283335.0,SC,284731,286102.0,288176.0,290414.0,292981.0,296558.0,300867.0,306740.0,314137.0,319785.0,both
502,Sumter County,104802,104629.0,105380.0,105112.0,106099.0,106082.0,105953.0,106014.0,106463.0,107004.0,SC,107607,107308.0,107800.0,107747.0,107663.0,107151.0,107075.0,106431.0,106409.0,106721.0,both
503,Union County,29971,29813.0,29699.0,29519.0,29279.0,29241.0,29248.0,29060.0,29172.0,29100.0,SC,28930,28670.0,28206.0,28004.0,27923.0,27743.0,27666.0,27400.0,27324.0,27316.0,both
504,Williamsburg County,37145,36751.0,36333.0,35592.0,35561.0,35193.0,35458.0,35444.0,35090.0,34622.0,SC,34347,34109.0,33561.0,33074.0,32733.0,32519.0,31912.0,31216.0,30606.0,30368.0,both
505,York County,165620,169103.0,173021.0,177138.0,181839.0,188117.0,197892.0,208640.0,217463.0,223616.0,SC,226865,230074.0,234059.0,238605.0,244481.0,250566.0,257866.0,266165.0,273782.0,280979.0,both
