,County Code,Year,target_state,State,County,Population,Total Deaths By Overdose
2,4003.0,2003.0,1,AZ,Cochise County,120638.0,11.0
5,4005.0,2003.0,1,AZ,Coconino County,122882.0,11.0
12,4013.0,2003.0,1,AZ,Maricopa County,3328468.0,368.0
18,4015.0,2003.0,1,AZ,Mohave County,172633.0,11.0
23,4019.0,2003.0,1,AZ,Pima County,885893.0,159.0
27,4021.0,2003.0,1,AZ,Pinal County,207920.0,18.0
31,4025.0,2003.0,1,AZ,Yavapai County,182090.0,15.0
36,8001.0,2003.0,1,CO,Adams County,377464.0,42.0
41,8005.0,2003.0,1,CO,Arapahoe County,513690.0,45.0
48,8013.0,2003.0,1,CO,Boulder County,278768.0,20.0
60,8031.0,2003.0,1,CO,Denver County,552588.0,107.0
68,8041.0,2003.0,1,CO,El Paso County,547549.0,53.0
78,8059.0,2003.0,1,CO,Jefferson County,524940.0,50.0
87,8069.0,2003.0,1,CO,Larimer County,268448.0,23.0
106,8101.0,2003.0,1,CO,Pueblo County,147907.0,10.0
118,8123.0,2003.0,1,CO,Weld County,208858.0,11.0
167,20091.0,2003.0,1,KS,Johnson County,485689.0,28.0
211,20173.0,2003.0,1,KS,Sedgwick County,462442.0,46.0
233,22001.0,2003.0,1,LA,Acadia Parish,59194.0,11.0
236,22005.0,2003.0,1,LA,Ascension Parish,83967.0,11.0
242,22015.0,2003.0,1,LA,Bossier Parish,103088.0,16.0
245,22017.0,2003.0,1,LA,Caddo Parish,248346.0,22.0
248,22019.0,2003.0,1,LA,Calcasieu Parish,184701.0,25.0
257,22033.0,2003.0,1,LA,East Baton Rouge Parish,412553.0,22.0
268,22051.0,2003.0,1,LA,Jefferson Parish,454533.0,86.0
272,22055.0,2003.0,1,LA,Lafayette Parish,196710.0,24.0
276,22063.0,2003.0,1,LA,Livingston Parish,102146.0,23.0
281,22071.0,2003.0,1,LA,Orleans Parish,492187.0,16.0
293,22087.0,2003.0,1,LA,St. Bernard Parish,69621.0,29.0
299,22097.0,2003.0,1,LA,St. Landry Parish,85034.0,10.0
303,22103.0,2003.0,1,LA,St. Tammany Parish,205708.0,40.0
308,22109.0,2003.0,1,LA,Terrebonne Parish,106257.0,19.0
341,28045.0,2003.0,1,MS,Hancock County,45772.0,11.0
343,28047.0,2003.0,1,MS,Harrison County,191290.0,29.0
351,28059.0,2003.0,1,MS,Jackson County,134234.0,23.0
418,40027.0,2003.0,1,OK,Cleveland County,221714.0,15.0
461,40109.0,2003.0,1,OK,Oklahoma County,674571.0,75.0
481,40143.0,2003.0,1,OK,Tulsa County,568406.0,100.0
505,48029.0,2003.0,1,TX,Bexar County,1469623.0,109.0
513,48039.0,2003.0,1,TX,Brazoria County,261269.0,13.0
539,48085.0,2003.0,1,TX,Collin County,589394.0,26.0
544,48091.0,2003.0,1,TX,Comal County,84837.0,10.0
556,48113.0,2003.0,1,TX,Dallas County,2246432.0,181.0
565,48121.0,2003.0,1,TX,Denton County,509732.0,18.0
574,48135.0,2003.0,1,TX,Ector County,122739.0,15.0
578,48141.0,2003.0,1,TX,El Paso County,705200.0,52.0
588,48157.0,2003.0,1,TX,Fort Bend County,418747.0,11.0
594,48167.0,2003.0,1,TX,Galveston County,265269.0,27.0
612,48201.0,2003.0,1,TX,Harris County,3586133.0,313.0
640,48245.0,2003.0,1,TX,Jefferson County,250183.0,16.0
667,48303.0,2003.0,1,TX,Lubbock County,253388.0,14.0
688,48339.0,2003.0,1,TX,Montgomery County,341499.0,57.0
699,48355.0,2003.0,1,TX,Nueces County,317632.0,37.0
704,48361.0,2003.0,1,TX,Orange County,83553.0,17.0
708,48367.0,2003.0,1,TX,Parker County,97041.0,13.0
747,48439.0,2003.0,1,TX,Tarrant County,1553086.0,140.0
753,48441.0,2003.0,1,TX,Taylor County,125542.0,15.0
759,48451.0,2003.0,1,TX,Tom Green County,104330.0,12.0
761,48453.0,2003.0,1,TX,Travis County,856315.0,79.0
778,48479.0,2003.0,1,TX,Webb County,211786.0,10.0
782,48485.0,2003.0,1,TX,Wichita County,130411.0,16.0
786,48491.0,2003.0,1,TX,Williamson County,302895.0,11.0
798,53005.0,2003.0,1,WA,Benton County,153596.0,10.0
804,53011.0,2003.0,1,WA,Clark County,374098.0,40.0
820,53033.0,2003.0,1,WA,King County,1763440.0,190.0
826,53035.0,2003.0,1,WA,Kitsap County,239758.0,23.0
840,53053.0,2003.0,1,WA,Pierce County,733969.0,87.0
845,53057.0,2003.0,1,WA,Skagit County,107369.0,12.0
849,53061.0,2003.0,1,WA,Snohomish County,635612.0,76.0
853,53063.0,2003.0,1,WA,Spokane County,430710.0,74.0
858,53067.0,2003.0,1,WA,Thurston County,219499.0,17.0
863,53073.0,2003.0,1,WA,Whatcom County,177851.0,14.0
867,53077.0,2003.0,1,WA,Yakima County,225161.0,10.0
883,55025.0,2003.0,1,WI,Dane County,447515.0,24.0
915,55079.0,2003.0,1,WI,Milwaukee County,939513.0,140.0
931,55101.0,2003.0,1,WI,Racine County,190845.0,13.0
951,55133.0,2003.0,1,WI,Waukesha County,373787.0,17.0
970,4013.0,2004.0,1,AZ,Maricopa County,3417860.0,417.0
976,4015.0,2004.0,1,AZ,Mohave County,180521.0,10.0
979,4017.0,2004.0,1,AZ,Navajo County,102774.0,12.0
982,4019.0,2004.0,1,AZ,Pima County,901342.0,155.0
987,4021.0,2004.0,1,AZ,Pinal County,219472.0,17.0
991,4025.0,2004.0,1,AZ,Yavapai County,187822.0,48.0
998,8001.0,2004.0,1,CO,Adams County,384809.0,46.0
1003,8005.0,2004.0,1,CO,Arapahoe County,518971.0,65.0
1010,8013.0,2004.0,1,CO,Boulder County,279728.0,20.0
1022,8031.0,2004.0,1,CO,Denver County,550756.0,111.0
1030,8041.0,2004.0,1,CO,El Paso County,556667.0,60.0
1042,8059.0,2004.0,1,CO,Jefferson County,520900.0,40.0
1050,8069.0,2004.0,1,CO,Larimer County,271510.0,28.0
1128,20091.0,2004.0,1,KS,Johnson County,495396.0,25.0
1172,20173.0,2004.0,1,KS,Sedgwick County,464021.0,50.0
1176,20177.0,2004.0,1,KS,Shawnee County,171378.0,13.0
1193,20209.0,2004.0,1,KS,Wyandotte County,154874.0,16.0
1203,22017.0,2004.0,1,LA,Caddo Parish,249157.0,37.0
1207,22019.0,2004.0,1,LA,Calcasieu Parish,185593.0,18.0
1216,22033.0,2004.0,1,LA,East Baton Rouge Parish,414162.0,17.0
1226,22051.0,2004.0,1,LA,Jefferson Parish,456602.0,88.0
1230,22055.0,2004.0,1,LA,Lafayette Parish,199338.0,25.0
1232,22057.0,2004.0,1,LA,Lafourche Parish,92580.0,10.0
1235,22063.0,2004.0,1,LA,Livingston Parish,106048.0,16.0
1240,22071.0,2004.0,1,LA,Orleans Parish,493765.0,17.0
1251,22087.0,2004.0,1,LA,St. Bernard Parish,70547.0,17.0
1253,22089.0,2004.0,1,LA,St. Charles Parish,49939.0,12.0
1261,22103.0,2004.0,1,LA,St. Tammany Parish,211405.0,44.0
1263,22105.0,2004.0,1,LA,Tangipahoa Parish,105335.0,17.0
1266,22109.0,2004.0,1,LA,Terrebonne Parish,106783.0,17.0
1299,28045.0,2004.0,1,MS,Hancock County,46717.0,13.0
1301,28047.0,2004.0,1,MS,Harrison County,195971.0,29.0
1309,28059.0,2004.0,1,MS,Jackson County,136565.0,25.0
1319,28075.0,2004.0,1,MS,Lauderdale County,78055.0,10.0
1337,28109.0,2004.0,1,MS,Pearl River County,50624.0,11.0
1374,40017.0,2004.0,1,OK,Canadian County,96101.0,10.0
1380,40027.0,2004.0,1,OK,Cleveland County,225447.0,10.0
1387,40037.0,2004.0,1,OK,Creek County,67843.0,15.0
1395,40051.0,2004.0,1,OK,Grady County,48167.0,10.0
1421,40101.0,2004.0,1,OK,Muskogee County,69592.0,14.0
1426,40109.0,2004.0,1,OK,Oklahoma County,677742.0,89.0
1447,40143.0,2004.0,1,OK,Tulsa County,566140.0,99.0
1456,48001.0,2004.0,1,TX,Anderson County,56245.0,11.0
1472,48029.0,2004.0,1,TX,Bexar County,1500919.0,127.0
1481,48039.0,2004.0,1,TX,Brazoria County,268051.0,19.0
1495,48061.0,2004.0,1,TX,Cameron County,366299.0,16.0
1509,48085.0,2004.0,1,TX,Collin County,617802.0,40.0
1526,48113.0,2004.0,1,TX,Dallas County,2244020.0,186.0
1535,48121.0,2004.0,1,TX,Denton County,529811.0,18.0
1543,48135.0,2004.0,1,TX,Ector County,124163.0,11.0
1547,48141.0,2004.0,1,TX,El Paso County,717652.0,26.0
1563,48167.0,2004.0,1,TX,Galveston County,269760.0,29.0
1581,48201.0,2004.0,1,TX,Harris County,3630185.0,355.0
1593,48215.0,2004.0,1,TX,Hidalgo County,653779.0,11.0
1610,48245.0,2004.0,1,TX,Jefferson County,250638.0,17.0
1637,48303.0,2004.0,1,TX,Lubbock County,255669.0,17.0
1642,48309.0,2004.0,1,TX,McLennan County,221353.0,11.0
1659,48339.0,2004.0,1,TX,Montgomery County,357607.0,28.0
1669,48355.0,2004.0,1,TX,Nueces County,321879.0,29.0
1675,48361.0,2004.0,1,TX,Orange County,83580.0,18.0
1679,48367.0,2004.0,1,TX,Parker County,99320.0,10.0
1709,48423.0,2004.0,1,TX,Smith County,187300.0,15.0
1718,48439.0,2004.0,1,TX,Tarrant County,1580595.0,121.0
1722,48441.0,2004.0,1,TX,Taylor County,126702.0,10.0
1729,48453.0,2004.0,1,TX,Travis County,870809.0,91.0
1745,48479.0,2004.0,1,TX,Webb County,217858.0,10.0
1749,48485.0,2004.0,1,TX,Wichita County,131677.0,12.0
1754,48491.0,2004.0,1,TX,Williamson County,316532.0,12.0
1767,53005.0,2004.0,1,WA,Benton County,155689.0,12.0
1771,53009.0,2004.0,1,WA,Clallam County,67411.0,11.0
1774,53011.0,2004.0,1,WA,Clark County,384931.0,27.0
1778,53015.0,2004.0,1,WA,Cowlitz County,95541.0,17.0
1785,53025.0,2004.0,1,WA,Grant County,78734.0,14.0
1788,53027.0,2004.0,1,WA,Grays Harbor County,69775.0,17.0
1794,53033.0,2004.0,1,WA,King County,1775297.0,234.0
1800,53035.0,2004.0,1,WA,Kitsap County,241960.0,16.0
1812,53053.0,2004.0,1,WA,Pierce County,740137.0,72.0
1817,53057.0,2004.0,1,WA,Skagit County,109030.0,13.0
1821,53061.0,2004.0,1,WA,Snohomish County,643533.0,100.0
1825,53063.0,2004.0,1,WA,Spokane County,435268.0,78.0
1830,53067.0,2004.0,1,WA,Thurston County,222985.0,20.0
1835,53073.0,2004.0,1,WA,Whatcom County,181756.0,12.0
1839,53077.0,2004.0,1,WA,Yakima County,227280.0,19.0
1847,55009.0,2004.0,1,WI,Brown County,236654.0,11.0
1857,55025.0,2004.0,1,WI,Dane County,453327.0,39.0
1878,55059.0,2004.0,1,WI,Kenosha County,157968.0,12.0
1892,55079.0,2004.0,1,WI,Milwaukee County,936914.0,156.0
